,title,studio,domestic_gross,foreign_gross,year
508,Flying Monsters,NGE,5700000.0,5100000,2011
509,City of Life and Death,Kino,123000.0,10600000,2011
510,Le Havre,Jan.,612000.0,9900000,2011
511,Straw Dogs (2011),SGem,10300000.0,,2011
512,Prom,BV,10100000.0,,2011
513,In a Better World,SPC,1000000.0,8600000,2011
514,Trespass (2011),MNE,24100.0,9600000,2011
515,Saving Private Perez,LGF,1400000.0,7900000,2011
516,Point Blank,Magn.,708000.0,8500000,2011
517,Winter in Wartime,SPC,543000.0,8700000,2011
518,Barney's Version (U.S. only),SPC,4400000.0,4000000,2011
519,Outrage (2011),Magn.,44700.0,8400000,2011
520,Senna,PDA,1600000.0,6600000,2011
521,Last Night,Trib.,99000.0,7600000,2011
522,The Big Year,Fox,7200000.0,244000,2011
523,The Beaver,Sum.,971000.0,6300000,2011
524,Take Me Home Tonight,Rela.,6900000.0,,2011
525,Cedar Rapids,FoxS,6900000.0,,2011
526,The Princess of Montpensier,IFC,352000.0,6400000,2011
527,Cave of Forgotten Dreams,IFC,5300000.0,1200000,2011
528,Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000,2011
529,We Need to Talk About Kevin,Osci.,1700000.0,4300000,2011
530,Attack the Block,SGem,1000000.0,4800000,2011
531,Even the Rain,Vita.,518000.0,5300000,2011
532,Young Goethe in Love,MBox,162000.0,5600000,2011
533,11-11-11,Rocket,32800.0,5700000,2011
534,Certified Copy,IFC,1400000.0,4099999,2011
535,Thank You (2011),UTV,464000.0,5000000,2011
536,The Company Men,Wein.,4400000.0,441000,2011
537,Force,FoxS,,4800000,2011
538,Tucker & Dale Vs. Evil,Magn.,224000.0,4500000,2011
539,London Boulevard,IFC,16100.0,4600000,2011
540,Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000,2011
541,The Names of Love,MBox,514000.0,4099999,2011
542,The Way,PDA,4400000.0,,2011
543,Burke and Hare,IFC,4800.0,4300000,2011
544,King of Devil's Island,FM,7600.0,4200000,2011
545,Bride Flight,MBox,501000.0,3700000,2011
546,Trollhunter,Magn.,253000.0,3900000,2011
547,Buck,IFC,4000000.0,,2011
548,Carancho,Strand,85500.0,3900000,2011
549,Like Crazy,ParV,3400000.0,336000,2011
550,The Double,Imag.,138000.0,3600000,2011
551,Don 2,Relbig.,3700000.0,,2011
552,Love Crime,IFC,540000.0,3100000,2011
553,Incendies (U.S. only),SPC,2100000.0,1500000,2011
554,Martha Marcy May Marlene,FoxS,3000000.0,548000,2011
555,Fireflies in the Garden,,70600.0,3300000,2011
556,The King's Speech (PG-13),Wein.,3300000.0,,2011
557,Machine Gun Preacher,Rela.,539000.0,2800000,2011
558,The Last Circus,Magn.,40500.0,3200000,2011
559,From Prada to Nada,LGF,3000000.0,123000,2011
560,Flypaper,IFC,5000.0,3100000,2011
561,Zindagi Na Milegi Dobara,Eros,3100000.0,,2011
562,Take Shelter,SPC,1700000.0,1400000,2011
563,The Greatest Miracle,KKM,555000.0,2500000,2011
564,Rapt,Lorb.,45800.0,2900000,2011
565,Pastorela,LGF,161000.0,2700000,2011
566,The Double Hour,Gold.,1500000.0,1200000,2011
567,Everything Must Go,RAtt.,2700000.0,,2011
568,3 (2011),Strand,60000.0,2600000,2011
569,Oranges and Sunshine,Cohen,143000.0,2400000,2011
570,Ong Bak 3,Magn.,14900.0,2300000,2011
571,Poetry,Kino,356000.0,1900000,2011
572,The Tree,Zeit.,71200.0,2100000,2011
573,"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000,2011
574,The Trip (2011),IFC,2000000.0,,2011
575,Armadillo,Lorb.,14600.0,2000000,2011
576,Bodyguard,Relbig.,1800000.0,,2011
577,Brighton Rock,IFC,230000.0,1600000,2011
578,A Somewhat Gentle Man,Strand,37700.0,1800000,2011
579,The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000,2011
580,Another Earth,FoxS,1300000.0,456000,2011
581,A Better Life,Sum.,1800000.0,,2011
582,Chalet Girl,IFC,1700.0,1700000,2011
583,Yamla Pagla Deewana,Eros,993000.0,600000,2011
584,Bill Cunningham New York,Zeit.,1500000.0,,2011
585,The Art of Getting By,FoxS,1400000.0,,2011
586,The Devil's Double,LGF,1400000.0,,2011
587,Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011
588,The Whistleblower,Gold.,1100000.0,,2011
589,Red State,SMod,1100000.0,,2011
590,London River,Libre,7200.0,1100000,2011
591,Desi Boyz,Eros,1100000.0,,2011
592,When We Leave (Die Fremde),Olive,19600.0,1100000,2011
593,There Be Dragons,Gold.,1100000.0,,2011
594,Vanishing on 7th Street,Magn.,22700.0,1000000,2011
595,Page One: A Year Inside the New York Times,Magn.,1100000.0,,2011
596,The Time That Remains,IFC,32900.0,1000000,2011
597,Rockstar (2011),Eros,987000.0,,2011
598,Meek's Cutoff,Osci.,978000.0,,2011
599,Texas Killing Fields,Anch.,45500.0,912000,2011
600,Ready,Eros,955000.0,,2011
601,Miral,Wein.,373000.0,527000,2011
602,Submarine,Wein.,468000.0,397000,2011
603,Higher Ground,SPC,842000.0,,2011
604,Mozart's Sister,MBox,708000.0,132000,2011
605,Plastic Planet,FRun,3200.0,836000,2011
606,Chillar Party,UTV,6300.0,826000,2011
607,Mausam,Eros,728000.0,,2011
608,The First Grader,NGE,332000.0,382000,2011
609,Hobo With a Shotgun,Magn.,703000.0,,2011
610,Tabloid,IFC,697000.0,,2011
611,Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000,2011
612,Aarakshan (Reservation),Relbig.,651000.0,,2011
613,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,,2011
614,No One Killed Jessica,UTV,441000.0,193000,2011
615,Korkoro,Lorb.,8200.0,619000,2011
616,Blackthorn,Magn.,201000.0,423000,2011
617,How I Ended This Summer,FM,8700.0,614000,2011
618,The Ledge,IFC,9200.0,602000,2011
619,Heartbeats,IFC,68700.0,520000,2011
620,The Future,RAtt.,569000.0,,2011
621,Dum Maaro Dum,FoxS,564000.0,,2011
622,Double Dhamaal,Relbig.,544000.0,,2011
623,Kaboom,IFC,119000.0,421000,2011
624,Mere Brother Ki Dulhan,Yash,496000.0,,2011
625,Weekend (2011),IFC,485000.0,,2011
626,Protektor,FM,3000.0,469000,2011
627,Circumstance,RAtt.,454000.0,,2011
628,The Other Woman,IFC,25400.0,427000,2011
629,Project Nim,RAtt.,411000.0,,2011
630,Rage (Rabia),Strand,5600.0,403000,2011
631,The Human Resources Manager,FM,64000.0,329000,2011
632,Hesher,WHE,383000.0,,2011
633,7 Khoon Maaf,UTV,270000.0,94700,2011
634,Another Happy Day,P4,8500.0,347000,2011
635,Singham,Relbig.,351000.0,,2011
636,The Mill and the Cross,KC,312000.0,30300,2011
637,Super,IFC,328000.0,,2011
638,L'Amour Fou,IFC,312000.0,,2011
639,Being Elmo: A Puppeteer's Journey,SD,304000.0,,2011
640,In the Land of Blood and Honey,FD,304000.0,,2011
641,Special Treatment,FRun,8900.0,286000,2011
642,Illegal (2011),FM,700.0,289000,2011
643,The Interrupters,CGld,282000.0,,2011
644,Rascals,Eros,274000.0,,2011
645,The Black Power Mix Tape: 1967-1975,IFC,274000.0,,2011
646,Black Death,Magn.,22600.0,243000,2011
647,Le Quattro Volte,Lorb.,153000.0,103000,2011
648,Life in a Day,NGE,253000.0,,2011
649,Caterpillar,Lorb.,4200.0,248000,2011
650,Little Girl (La Pivellina),FRun,1400.0,236000,2011
651,El Bulli: Cooking in Progress,AM,237000.0,,2011
652,"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011
653,Into the Abyss,IFC,224000.0,,2011
654,HappyThankYouMorePlease,Anch.,216000.0,,2011
655,The Robber,Kino,83500.0,125000,2011
656,Henry's Crime,MPFT,103000.0,102000,2011
657,A Good Old Fashioned Orgy,Gold.,200000.0,,2011
658,Film Socialisme,Lorb.,33000.0,159000,2011
659,Bol,Eros,189000.0,,2011
660,Leap Year (2011),Strand,13000.0,175000,2011
661,A Screaming Man,FM,9900.0,175000,2011
662,Jig,Scre.,184000.0,,2011
663,Nostalgia for the Light,Icar.,164000.0,13700,2011
664,Anchor Baby,AGF,15800.0,161000,2011
665,Bellflower,Osci.,168000.0,,2011
666,Restless (2011),SPC,163000.0,,2011
667,Road to Nowhere,Mont.,40300.0,121000,2011
668,Magic Trip,Magn.,155000.0,,2011
669,Eames: The Architect and the Painter,FRun,153000.0,,2011
670,Revenge of the Electric Car,A23,151000.0,,2011
671,The Human Centipede 2: Full Sequence,IFC,142000.0,,2011
672,Cold Weather,IFC,141000.0,,2011
673,Game (2011),Eros,140000.0,,2011
674,1911,Vari.,136000.0,,2011
675,"Life, Above All",SPC,134000.0,,2011
676,Tomboy (2011),Da.,130000.0,,2011
677,Octubre,NYer,32100.0,96700,2011
678,The Arbor,Strand,21600.0,105000,2011
679,Mysteries of Lisbon,MBox,111000.0,14900,2011
680,Vidal Sassoon: The Movie,P4,86000.0,38600,2011
681,Trust (2011),MNE,120000.0,,2011
682,Steve Jobs: The Lost Interview,Magn.,106000.0,,2011
683,Rubber,Magn.,100000.0,,2011
684,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,,2011
685,Chalo Dilli,Eros,94300.0,,2011
686,The Whale,Pala.,81900.0,,2011
687,Beautiful Boy,Anch.,77200.0,,2011
688,Puncture,MNE,68900.0,,2011
689,A Beautiful Life,CL,66200.0,,2011
690,"Tuesday, After Christmas",Lorb.,27800.0,36200,2011
691,Viva Riva!,MBox,61800.0,,2011
692,Murder 2,Eros,59500.0,,2011
693,Dirty Girl,Wein.,55100.0,,2011
694,Battleship Potemkin (2011 re-issue),Kino,51200.0,,2011
695,Love U Mr. Kalakaar,Eros,48600.0,,2011
696,Margaret,FoxS,46500.0,,2011
697,"Happy, Happy",Magn.,45200.0,,2011
698,The Myth of the American Sleepover,IFC,41000.0,,2011
699,Hell and Back Again,DF,40600.0,,2011
700,Khodorkovsky,KL,39500.0,,2011
701,Sleeping Beauty (2011) (II),IFC,36600.0,,2011
702,My Kingdom (2011),CL,36500.0,,2011
703,Love in Space,CL,34800.0,,2011
704,Stake Land,IFC,33200.0,,2011
705,Brotherhood (2011),P4,19700.0,12700,2011
706,The Son of No One,Anch.,30700.0,,2011
707,Muran,UTV,30100.0,,2011
708,The Sleeping Beauty,Strand,29100.0,,2011
709,Tyrannosaur,Strand,22300.0,,2011
710,Ceremony,Magn.,22300.0,,2011
711,I'm Glad My Mother is Alive,Strand,8700.0,13200,2011
712,Always Kabhi Kabhi,Eros,21400.0,,2011
713,Empire of Silver,NeoC,,19000,2011
714,5 Days of War,Anch.,17500.0,,2011
715,Aurora,CGld,5700.0,5100,2011
716,Magic to Win,CL,10700.0,,2011
717,Wrecked,IFC,8000.0,,2011
718,My Piece of the Pie,IFC,6900.0,,2011
719,I Melt With You,Magn.,6400.0,,2011
720,My Joy,KL,6300.0,,2011
721,To Die Like a Man,Strand,4000.0,900,2011
722,Blood Ties,ALP,2800.0,,2011
723,Knuckle,Vita.,2600.0,,2011
724,Main Street,Magn.,2600.0,,2011
725,"Love, Wedding, Marriage",IFC,1900.0,,2011
726,An Invisible Sign,IFC,1300.0,,2011
727,Marvel's The Avengers,BV,623400000.0,895500000,2012
728,Skyfall,Sony,304400000.0,804200000,2012
729,The Dark Knight Rises,WB,448100000.0,636800000,2012
730,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012
731,Ice Age: Continental Drift,Fox,161300000.0,715900000,2012
732,The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000,2012
733,The Amazing Spider-Man,Sony,262000000.0,495900000,2012
734,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012
735,The Hunger Games,LGF,408000000.0,286400000,2012
736,MIB 3,Sony,179000000.0,445000000,2012
737,Life of Pi,Fox,125000000.0,484000000,2012
738,Ted,Uni.,218800000.0,330600000,2012
739,Brave,BV,237300000.0,303200000,2012
740,Wreck-It Ralph,BV,189400000.0,281800000,2012
741,Les Miserables (2012),Uni.,148800000.0,293000000,2012
742,The Intouchables (U.S.-only),Wein.,10200000.0,416400000,2012
743,Django Unchained,Wein.,162800000.0,262600000,2012
744,Prometheus,Fox,126500000.0,276900000,2012
745,Snow White and the Huntsman,Uni.,155300000.0,241300000,2012
746,Taken 2,Fox,139900000.0,236300000,2012
747,Hotel Transylvania,Sony,148300000.0,210100000,2012
748,Dr. Seuss' The Lorax,Uni.,214000000.0,134800000,2012
749,Titanic 3D,Par.,57900000.0,285700000,2012
750,Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012
751,The Expendables 2,LGF,85000000.0,229900000,2012
752,Rise of the Guardians,P/DW,103400000.0,203500000,2012
753,Wrath of the Titans,WB,83700000.0,221600000,2012
754,Battleship,Uni.,65400000.0,237600000,2012
755,John Carter,BV,73100000.0,211100000,2012
756,The Bourne Legacy,Uni.,113200000.0,162900000,2012
757,Lincoln,BV,182200000.0,93100000,2012
758,Dark Shadows,WB,79700000.0,165800000,2012
759,Resident Evil: Retribution,SGem,42300000.0,197700000,2012
760,Silver Linings Playbook,Wein.,132100000.0,104300000,2012
761,American Reunion,Uni.,57000000.0,178000000,2012
762,Argo,WB,136000000.0,96300000,2012
763,Jack Reacher,Par.,80100000.0,138300000,2012
764,Safe House,Uni.,126400000.0,81700000,2012
765,21 Jump Street,Sony,138400000.0,63100000,2012
766,Total Recall (2012),Sony,58900000.0,139600000,2012
767,The Vow,SGem,125000000.0,71100000,2012
768,Mirror Mirror,Rela.,64900000.0,118100000,2012
769,The Impossible,LG/S,19000000.0,161300000,2012
770,The Dictator,Par.,59700000.0,119700000,2012
771,Looper,TriS,66500000.0,110000000,2012
772,Magic Mike,WB,113700000.0,53500000,2012
773,Flight,Par.,93800000.0,68000000,2012
774,Underworld Awakening,SGem,62300000.0,97800000,2012
775,This Means War,Fox,54800000.0,101700000,2012
776,The Secret World of Arrietty,BV,19200000.0,126400000,2012
777,Paranormal Activity 4,Par.,53900000.0,88900000,2012
778,Step Up Revolution,LG/S,35100000.0,105400000,2012
779,The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012
780,Zero Dark Thirty,Sony,95700000.0,37100000,2012
781,Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012
782,Cloud Atlas,WB,27100000.0,103400000,2012
783,The Woman in Black,CBS,54300000.0,73400000,2012
784,Chronicle (2012),Fox,64599999.0,62100000,2012
785,The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012
786,Parental Guidance,Fox,77300000.0,42500000,2012
787,Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012
788,Pitch Perfect,Uni.,65000000.0,50300000,2012
789,Hope Springs,Sony,63500000.0,50700000,2012
790,ParaNorman,Focus,56000000.0,51100000,2012
791,The Campaign,WB,86900000.0,18000000,2012
792,Let the Bullets Fly,Vari.,63000.0,104300000,2012
793,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000,2012
794,Project X,WB,54700000.0,48000000,2012
795,The Devil Inside,Par.,53300000.0,48500000,2012
796,The Lucky One,WB,60500000.0,38900000,2012
797,Contraband,Uni.,66500000.0,29700000,2012
798,Think Like a Man,SGem,91500000.0,4500000,2012
799,This Is 40,Uni.,67500000.0,20500000,2012
800,The Inbetweeners Movie,WHE,36000.0,88000000,2012
801,The Possession,LGF,49100000.0,36300000,2012
802,What to Expect When You're Expecting,LGF,41200000.0,43200000,2012
803,The Thieves,WGUSA,686000.0,82800000,2012
804,Savages (2012),Uni.,47400000.0,35600000,2012
805,Frankenweenie,BV,35300000.0,46200000,2012
806,Act of Valor,Rela.,70000000.0,11300000,2012
807,Masquerade (2012),CJ,923000.0,79800000,2012
808,Sinister,LG/S,48100000.0,29600000,2012
809,The Grey,ORF,51600000.0,25700000,2012
810,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012
811,To Rome with Love,SPC,16700000.0,56600000,2012
812,Here Comes the Boom,Sony,45300000.0,27800000,2012
813,Finding Nemo (3D),BV,41100000.0,28200000,2012
814,Anna Karenina,Focus,12800000.0,56100000,2012
815,The Watch,Fox,35400000.0,32900000,2012
816,Moonrise Kingdom,Focus,45500000.0,22800000,2012
817,Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012
818,The Cabin in the Woods,LGF,42100000.0,24400000,2012
819,Beauty and the Beast (3D),BV,47600000.0,14400000,2012
820,Rock of Ages,WB (NL),38500000.0,20900000,2012
821,That's My Boy,Sony,36900000.0,20800000,2012
822,The Odd Life of Timothy Green,BV,51900000.0,4200000,2012
823,The Three Stooges,Fox,44300000.0,10500000,2012
824,The Five-Year Engagement,Uni.,28800000.0,25100000,2012
825,Lawless,Wein.,37400000.0,16300000,2012
826,Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012
827,Red Tails,Fox,49900000.0,489000,2012
828,"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012
829,Trouble with the Curve,WB,35800000.0,13200000,2012
830,Little White Lies,MPI,206000.0,48300000,2012
831,End of Watch,ORF,41000000.0,7100000,2012
832,Man on a Ledge,LG/S,18600000.0,27600000,2012
833,Red Dawn (2012),FD,44800000.0,,2012
834,House at the End of The Street,Rela.,31600000.0,12700000,2012
835,The Guilt Trip,Par.,37100000.0,4700000,2012
836,A Werewolf Boy,CJ,343000.0,41300000,2012
837,Safe (2012),LGF,17100000.0,23200000,2012
838,Killing Them Softly,Wein.,15000000.0,22900000,2012
839,Chernobyl Diaries,WB,18100000.0,19000000,2012
840,One For the Money,LGF,26400000.0,10500000,2012
841,Dredd,LGF,13400000.0,22200000,2012
842,Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012
843,Arbitrage,RAtt.,7900000.0,27600000,2012
844,Chimpanzee,BV,29000000.0,5900000,2012
845,Alex Cross,LG/S,25900000.0,8700000,2012
846,Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012
847,Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000,2012
848,Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012
849,The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012
850,Haywire,Rela.,18900000.0,14400000,2012
851,Katy Perry: Part of Me,Par.,25300000.0,7400000,2012
852,Lockout,FD,14300000.0,17900000,2012
853,Joyful Noise,WB,30900000.0,226000,2012
854,Premium Rush,Sony,20300000.0,10800000,2012
855,The Raven,Rela.,16000000.0,13600000,2012
856,Rowdy Rathore,UTV,777000.0,28600000,2012
857,Dragon (2012),RTWC,11100.0,29100000,2012
858,Bol Bachchan,FIP,1200000.0,27600000,2012
859,The Master,Wein.,16399999.0,11900000,2012
860,Rust and Bone,SPC,2100000.0,23700000,2012
861,Big Miracle,Uni.,20200000.0,4600000,2012
862,Sparkle (2012),TriS,24400000.0,240000,2012
863,To the Arctic (IMAX),WB,14600000.0,9100000,2012
864,Hitchcock,FoxS,6000000.0,17600000,2012
865,A Thousand Words,P/DW,18500000.0,3600000,2012
866,Wanderlust,Uni.,17500000.0,4200000,2012
867,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012
868,Polisse,IFC,211000.0,20200000,2012
869,Amour,SPC,6700000.0,13100000,2012
870,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012
871,Solomon Kane,RTWC,,19600000,2012
872,Seven Psychopaths,CBS,15000000.0,4400000,2012
873,Gone,LG/S,11700000.0,6400000,2012
874,Norwegian Wood,RF,13000.0,17600000,2012
875,The Cold Light of Day,LG/S,3800000.0,13100000,2012
876,My Way (2012),CJ,70200.0,16500000,2012
877,Tomorrow When the War Began,Free,4900.0,16500000,2012
878,We Have a Pope,IFC,548000.0,15600000,2012
879,Headhunters,Magn.,1200000.0,14500000,2012
880,Hit and Run,ORF,13700000.0,704000,2012
881,War of the Buttons (2012),Wein.,47800.0,13800000,2012
882,Red Lights (2012),MNE,52600.0,13500000,2012
883,The Words,CBS,11500000.0,1700000,2012
884,Playing for Keeps,FD,13100000.0,,2012
885,Silent House,ORF,12800000.0,347000,2012
886,Friends with Kids,RAtt.,7300000.0,5800000,2012
887,The Well-Digger's Daughter,KL,386000.0,12200000,2012
888,Klown,Drft.,68800.0,12400000,2012
889,People Like Us,BV,12400000.0,,2012
890,Seeking Justice,Anch.,412000.0,11900000,2012
891,Bachelorette,RTWC,448000.0,11500000,2012
892,This Must Be the Place,Wein.,144000.0,11600000,2012
893,Fun Size,Par.,9400000.0,2000000,2012
894,Rec 3: Genesis,Magn.,9600.0,10100000,2012
895,Delicacy,Cohen,499000.0,9200000,2012
896,Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012
897,The Apparition,WB,4900000.0,4700000,2012
898,For Greater Glory,ArcEnt,5700000.0,4000000,2012
899,Hysteria,SPC,1800000.0,7700000,2012
900,Bernie,MNE,9200000.0,,2012
901,The Sessions,FoxS,6000000.0,3100000,2012
902,Ruby Sparks,FoxS,2500000.0,6600000,2012
903,Hyde Park on Hudson,Focus,6400000.0,2500000,2012
904,On the Road,IFC,744000.0,8000000,2012
905,Boy (2012),PalUni,256000.0,8400000,2012
906,Piranha 3DD,W/Dim.,377000.0,8100000,2012
907,Easy Money (2012),Wein.,206000.0,8199999,2012
908,Space Dogs 3D,EpicPics,14400.0,8300000,2012
909,Bel Ami,Magn.,120000.0,8199999,2012
910,Promised Land (2012),Focus,7600000.0,541000,2012
911,Iron Sky,EOne,122000.0,8000000,2012
912,Casa De Mi Padre,LGF,5900000.0,2100000,2012
913,Heroine,UTV,599000.0,7400000,2012
914,A Royal Affair,Magn.,1500000.0,6000000,2012
915,All Together,KL,43200.0,7200000,2012
916,My Worst Nightmare,Strand,22000.0,7100000,2012
917,The Collection,LD,6800000.0,,2012
918,Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012
919,Goon,Magn.,4200000.0,2300000,2012
920,Cosmopolis,EOne,764000.0,5300000,2012
921,Chasing Mavericks,Fox,6000000.0,600,2012
922,Declaration of War,IFC,59100.0,5800000,2012
923,Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012
924,Albert Nobbs,RAtt.,3000000.0,2600000,2012
925,In Darkness,SPC,1000000.0,4500000,2012
926,Won't Back Down,Fox,5300000.0,,2012
927,Farewell My Queen,Cohen,1600000.0,3700000,2012
928,The Tall Man,Imag.,,5200000,2012
929,Girl in Progress,LGF,2600000.0,2000000,2012
930,"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012
931,Barbara,AF,1000000.0,3100000,2012
932,The Raid: Redemption,SPC,4099999.0,,2012
933,Keith Lemon: The Film,,,4000000,2012
934,Safety Not Guaranteed,FD,4000000.0,,2012
935,Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012
936,"Lula, Son of Brazil",NYer,,3800000,2012
937,The Lady,Cohen,355000.0,3400000,2012
938,Branded,RAtt.,354000.0,3400000,2012
939,The Rabbi's Cat,GK,23400.0,3700000,2012
940,Searching for Sugar Man,SPC,3700000.0,,2012
941,Killer Joe,LD,2000000.0,1700000,2012
942,Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012
943,Robot & Frank,Gold.,3300000.0,,2012
944,Raiders of the Lost Ark (IMAX),Par.,3100000.0,,2012
945,Celeste and Jesse Forever,SPC,3100000.0,,2012
946,Jab Tak Hai Jaan,Yash,3000000.0,,2012
947,Intruders,MNE,69100.0,2900000,2012
948,Talaash,Relbig.,2900000.0,,2012
949,Barfi!,UTV,2800000.0,,2012
950,A Simple Life,CL,192000.0,2600000,2012
951,Samsara,Osci.,2700000.0,,2012
952,Simon and the Oaks,TFA,151000.0,2400000,2012
953,Jiro Dreams of Sushi,Magn.,2600000.0,,2012
954,Dabangg 2,Eros,2500000.0,,2012
955,Kid With a Bike,IFC,1500000.0,1000000,2012
956,The Queen of Versailles,Magn.,2400000.0,,2012
957,Ek Tha Tiger,Yash,2300000.0,,2012
958,Chico & Rita,GK,351000.0,1900000,2012
959,Stolen (2012),MNE,304000.0,1800000,2012
960,Footnote,SPC,2000000.0,,2012
961,The Imposter,IM,898000.0,1100000,2012
962,Agneepath,Eros,2000000.0,,2012
963,The Day I Saw Your Heart,FM,3500.0,2000000,2012
964,English Vinglish,Eros,1900000.0,,2012
965,Housefull 2,Eros,1800000.0,,2012
966,The Cup (2012),Myr.,,1800000,2012
967,Tales of the Night,GK,11000.0,1700000,2012
968,Beloved (2012),IFC,138000.0,1500000,2012
969,360,Magn.,100000.0,1600000,2012
970,2 Days in New York,Magn.,633000.0,1000000,2012
971,Your Sister's Sister,IFC,1600000.0,,2012
972,Hermano,MBox,29900.0,1600000,2012
973,Lay the Favorite,RTWC,21000.0,1600000,2012
974,Soldiers of Fortune,RAtt.,38900.0,1500000,2012
975,A Late Quartet,EOne,1600000.0,,2012
976,I Wish,Magn.,146000.0,1400000,2012
977,The Salt of Life,Zeit.,317000.0,1200000,2012
978,Chicken with Plums,SPC,254000.0,1200000,2012
979,Marley,Magn.,1400000.0,,2012
980,The Paperboy,MNE,693000.0,661000,2012
981,Chasing Ice,SD,1300000.0,,2012
982,Unforgivable,Strand,154000.0,1200000,2012
983,A Little Bit of Heaven,MNE,15400.0,1300000,2012
984,The Other Son,Cohen,1300000.0,,2012
985,Meerkats,NGE,778000.0,482000,2012
986,"For a Good Time, Call...",Focus,1300000.0,,2012
987,Take This Waltz,Magn.,1200000.0,,2012
988,Cocktail (2012),Eros,1200000.0,,2012
989,Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012
990,Ek Main Aur Ekk Tu,UTV,1200000.0,,2012
991,The Deep Blue Sea,MBox,1100000.0,,2012
992,Coriolanus,Wein.,757000.0,315000,2012
993,Diana Vreeland: The Eye Has to Travel,Gold.,1000000.0,,2012
994,First Position,IFC,1000000.0,,2012
995,Damsels in Distress,SPC,1000000.0,,2012
996,Rampart,MNE,973000.0,,2012
997,Elles,KL,158000.0,754000,2012
998,W.E.,Wein.,583000.0,285000,2012
999,Breathing,KL,4600.0,803000,2012
1000,Darling Companion,SPC,794000.0,,2012
1001,Teri Meri Kahaani,Eros,781000.0,,2012
1002,Son of Sardaar,Eros,772000.0,,2012
1003,Agent Vinod,Eros,698000.0,,2012
1004,Student of the Year,Eros,670000.0,,2012
1005,The Polar Express (2012 re-issue),WB,669000.0,,2012
1006,Holy Motors,IM,641000.0,,2012
1007,Free Men,FM,53800.0,564000,2012
1008,"Peace, Love and Misunderstanding",IFC,591000.0,,2012
1009,Undefeated (2012),Wein.,562000.0,,2012
1010,Sister (2012),AF,155000.0,400000,2012
1011,Vicky Donor,Eros,549000.0,,2012
1012,Being Flynn,Focus,540000.0,,2012
1013,Ai Weiwei: Never Sorry,IFC,534000.0,,2012
1014,Where Do We Go Now?,SPC,532000.0,,2012
1015,Bully (2012),Wein.,279000.0,182000,2012
1016,Ferrari Ki Sawaari,Eros,434000.0,,2012
1017,Dark Tide,WHE,,432000,2012
1018,Apartment 143,Magn.,400.0,426000,2012
1019,Sound of My Voice,FoxS,408000.0,,2012
1020,Khiladi 786,Eros,379000.0,,2012
1021,Smashed,SPC,377000.0,,2012
1022,Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012
1023,The Oranges,ATO,366000.0,,2012
1024,Liberal Arts,IFC,327000.0,,2012
1025,Compliance,Magn.,319000.0,,2012
1026,Back to 1942,CL,313000.0,,2012
1027,The Flowers of War,WHE,311000.0,,2012
1028,Something From Nothing: The Art of Rap,IM,288000.0,,2012
1029,Love in the Buff,CL,256000.0,,2012
1030,Lola Versus,FoxS,253000.0,,2012
1031,Keep the Lights On,MBox,246000.0,,2012
1032,Gerhard Richter Painting,KL,243000.0,,2012
1033,Trishna,IFC,240000.0,,2012
